epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32,layer33,layer34,layer35,layer36,layer37,layer38,layer39,layer40,layer41,layer42,layer43,layer44,layer45,layer46,layer47,layer48,layer49,layer50,layer51,layer52,layer53,layer54,layer55,layer56
91,89,62,10,233,36,575,60,1071,294,1453,633,2048,1098,2048,1618,2048,1976,2048,2001,2048,1024,1024,595,1024,744,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
92,71,46,7,161,25,474,51,961,231,1369,570,2027,1021,2048,1454,2048,1870,2048,1982,2048,1024,1024,530,1024,620,1024,1009,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
93,61,39,4,143,22,449,40,917,161,1308,496,1985,870,2048,1333,2048,1775,2048,1934,2048,1024,1024,439,1024,597,1024,1000,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
94,46,28,4,88,14,323,31,765,117,1142,321,1832,664,2048,1103,2048,1486,2048,1700,2048,968,1024,346,1024,488,1024,896,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
95,34,22,4,57,8,215,24,601,54,958,232,1692,548,2048,902,2048,1387,2048,1600,2048,945,1024,303,1024,457,1024,948,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
96,30,18,2,47,8,164,22,517,45,860,141,1548,406,2048,805,2048,1220,2048,1452,2048,882,1024,247,1024,399,1024,876,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
97,30,18,2,48,8,192,23,568,44,911,168,1604,465,2048,840,2048,1174,2048,1418,2048,860,1024,203,1024,378,1024,882,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
98,25,14,1,42,8,150,21,503,36,854,132,1533,417,2048,782,2048,1103,2048,1325,2048,815,1024,185,1024,320,1024,850,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
99,21,8,1,32,4,103,16,412,27,729,59,1389,242,2004,587,2048,944,2048,1102,2048,731,1024,153,1024,254,1024,804,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
100,20,8,1,32,5,104,17,411,27,758,70,1409,251,2015,599,2048,993,2048,1137,2048,745,1024,143,1024,278,1024,775,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
101,17,6,1,27,4,72,14,342,27,670,53,1319,185,1953,508,2048,975,2048,1084,2048,715,1024,116,1024,271,1024,734,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
102,15,6,1,27,3,72,15,348,28,677,57,1312,207,1956,463,2048,949,2048,1043,2048,714,1024,122,1024,274,1024,722,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
103,16,6,1,27,3,77,16,358,26,685,50,1311,195,1937,480,2048,879,2048,1053,2048,696,1024,122,1024,278,1024,735,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
104,14,6,1,25,3,59,14,292,24,610,34,1236,165,1879,479,2048,856,2048,1056,2048,703,1024,154,1024,242,1024,721,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
105,12,5,1,22,3,57,14,267,23,580,32,1229,151,1872,399,2048,704,2048,986,2048,684,1024,116,1024,282,1024,715,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
106,12,5,1,21,2,52,12,254,22,567,27,1238,139,1890,446,2048,895,2048,1048,2048,716,1024,178,1024,302,1024,754,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
107,12,6,1,21,3,52,11,247,23,550,28,1199,80,1822,419,2048,734,2048,912,2048,667,1024,134,1024,266,1024,775,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
108,12,5,1,21,2,57,12,269,24,578,33,1236,127,1851,429,2048,827,2048,1015,2048,692,1024,139,1024,242,1024,811,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
109,9,5,1,18,2,44,11,203,23,468,23,1127,90,1763,368,2048,763,2048,885,2048,615,1024,88,1024,200,1024,687,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
110,10,5,1,14,1,38,8,169,20,414,21,1089,70,1732,297,2048,665,2048,848,2048,597,1024,96,1024,194,1024,614,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
111,9,3,1,12,1,32,6,149,19,387,22,1055,67,1698,318,2044,634,2048,856,2048,595,1024,100,1024,178,1024,653,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
112,8,2,1,11,1,33,5,142,19,365,21,1012,46,1638,218,2013,580,2048,790,2048,559,1023,77,1024,168,1024,608,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
113,6,2,1,9,1,30,5,121,19,330,20,962,31,1601,179,1975,505,2048,672,2048,522,1013,80,1024,190,1024,608,1024,1020,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
114,6,2,0,7,1,29,5,113,18,318,20,935,26,1572,187,1968,518,2048,620,2048,509,1005,69,1024,168,1024,521,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
115,7,2,0,8,1,28,5,109,19,313,20,954,33,1574,161,1985,471,2048,647,2048,531,1014,62,1024,180,1024,571,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
116,5,1,0,7,1,25,4,87,17,261,19,891,27,1505,153,1925,432,2048,602,2048,485,993,56,1024,137,1024,498,1024,1023,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
117,6,2,1,8,1,27,4,92,19,286,19,926,25,1510,144,1937,433,2048,704,2048,492,997,59,1024,120,1024,527,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
118,6,2,0,8,1,29,4,100,19,302,21,965,38,1586,210,1996,570,2048,765,2048,549,1024,94,1024,192,1024,642,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
119,6,1,0,7,1,25,4,88,19,283,19,943,28,1562,156,1977,528,2048,739,2048,550,1024,85,1024,208,1024,651,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
120,5,1,0,6,1,23,4,73,18,244,19,874,24,1487,96,1906,428,2048,598,2048,501,1012,65,1024,189,1024,599,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
121,5,1,0,6,1,24,4,84,18,261,18,910,27,1517,122,1946,486,2048,597,2048,557,1024,96,1024,211,1024,702,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
122,6,1,1,7,1,25,4,100,18,299,19,947,27,1548,181,1973,465,2048,742,2048,564,1024,90,1024,201,1024,704,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
123,5,1,0,6,1,25,4,91,18,290,19,919,25,1533,187,1963,485,2048,724,2048,566,1024,84,1024,182,1024,704,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
124,6,2,1,7,1,29,4,116,19,338,21,980,31,1598,228,2008,526,2048,868,2048,603,1024,95,1024,202,1024,693,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
125,6,1,1,8,1,27,4,110,19,329,20,954,30,1583,151,1992,512,2048,836,2048,617,1024,115,1024,211,1024,714,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
126,6,1,1,6,1,27,4,92,19,284,20,906,28,1532,184,1946,528,2048,831,2048,567,1024,104,1024,220,1024,717,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
127,6,1,1,7,1,27,4,113,18,339,20,961,31,1581,199,1971,444,2048,851,2048,586,1024,89,1024,223,1024,693,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
128,6,1,0,7,1,26,4,101,18,319,20,958,34,1591,228,1984,518,2048,818,2048,610,1024,99,1024,275,1024,793,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
129,6,1,0,6,1,26,4,95,18,313,20,942,31,1565,203,1973,447,2048,722,2048,593,1024,96,1024,292,1024,795,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
130,5,1,0,6,1,23,4,79,17,268,18,887,26,1525,128,1955,461,2048,781,2048,572,1024,77,1024,249,1024,696,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
131,5,1,0,6,1,21,4,62,15,220,19,830,25,1451,117,1896,491,2048,694,2048,543,1023,85,1024,211,1024,702,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
132,4,1,0,5,1,20,4,53,17,176,17,771,23,1384,102,1854,451,2048,643,2048,511,1017,91,1024,239,1024,697,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
133,4,1,0,5,1,20,4,58,16,207,18,841,24,1468,108,1925,445,2048,742,2048,548,1024,90,1024,255,1024,705,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
134,5,1,1,6,1,22,4,73,17,251,20,931,30,1568,251,1977,558,2048,769,2048,606,1024,111,1024,287,1024,692,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
135,5,1,1,7,1,24,4,90,18,297,20,955,33,1579,210,1990,608,2048,838,2048,606,1024,143,1024,279,1024,733,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
136,5,1,1,6,1,23,4,82,18,290,20,954,34,1600,200,1997,561,2048,830,2048,595,1024,112,1024,230,1024,722,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
137,5,1,0,6,1,23,4,81,17,281,20,944,27,1589,201,2005,530,2048,777,2048,595,1024,122,1024,213,1024,741,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
138,5,1,0,6,1,21,4,73,16,250,19,909,26,1559,170,1982,541,2048,839,2048,619,1024,141,1024,220,1024,782,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
139,5,1,0,7,1,27,4,94,18,317,20,980,37,1628,211,2035,637,2048,866,2048,651,1024,151,1024,263,1024,751,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
140,5,1,1,7,1,25,5,83,19,284,21,946,34,1613,158,2025,560,2048,806,2048,615,1024,136,1024,251,1024,748,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
141,5,1,0,6,1,22,3,71,16,252,19,878,26,1525,155,1975,486,2048,718,2048,586,1024,115,1024,246,1024,770,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
142,5,1,0,5,1,21,2,61,16,238,18,866,24,1500,118,1968,516,2048,681,2048,584,1024,109,1024,250,1024,670,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
143,5,1,0,5,1,22,4,64,17,236,19,868,28,1520,150,1971,580,2048,769,2048,641,1024,126,1024,270,1024,792,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
144,5,1,0,7,1,26,4,84,18,271,19,917,33,1603,210,2033,594,2048,935,2048,665,1024,157,1024,323,1024,755,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
145,6,2,1,8,1,27,4,95,18,317,20,989,34,1680,240,2048,754,2048,899,2048,718,1024,161,1024,311,1024,795,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
146,5,1,0,6,1,22,4,60,17,213,18,852,26,1522,107,1983,576,2048,832,2048,622,1024,92,1024,270,1024,707,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
147,5,1,0,6,1,21,3,64,17,210,18,840,25,1504,117,1949,537,2048,818,2048,589,1024,108,1024,279,1024,742,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
148,5,1,0,6,1,21,4,60,17,214,17,831,25,1534,147,1990,551,2048,903,2048,616,1024,119,1024,313,1024,715,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
149,4,1,0,5,1,20,4,55,16,191,17,791,23,1475,98,1949,451,2048,705,2048,568,1024,117,1024,241,1024,689,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
150,4,1,0,5,1,21,2,51,17,174,16,757,23,1418,78,1883,471,2048,671,2048,533,1015,91,1024,214,1024,657,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
151,4,1,0,5,1,18,2,44,15,139,16,697,21,1361,42,1834,424,2048,600,2048,497,1002,73,1024,190,1024,612,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
152,3,1,0,5,1,17,1,36,15,108,15,639,19,1302,31,1769,361,2048,537,2048,457,978,59,1024,164,1024,572,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
153,2,1,0,4,1,13,1,30,12,79,14,557,18,1225,26,1683,299,2029,465,2048,411,945,43,1024,135,1024,522,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
154,1,1,0,2,1,8,1,27,9,60,13,484,17,1145,22,1597,238,1983,393,2048,365,907,33,1024,112,1024,469,1024,1020,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
155,1,1,0,1,1,7,1,26,8,49,10,430,16,1093,19,1534,189,1939,332,2048,329,873,25,1024,93,1024,427,1024,1007,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
156,1,1,0,1,1,5,1,23,5,40,8,360,15,1018,17,1449,137,1867,268,2045,287,828,19,1024,74,1024,380,1024,984,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
157,1,1,0,1,1,5,1,21,4,34,6,295,13,945,16,1369,88,1790,210,2008,246,784,14,1011,56,1024,336,1024,952,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
158,0,1,0,1,1,4,1,19,2,29,3,233,12,872,15,1297,57,1719,158,1958,210,740,10,989,44,1024,297,1024,922,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
159,0,1,0,1,1,4,1,18,2,25,3,186,10,810,14,1232,34,1647,118,1904,181,700,8,961,33,1024,260,1024,889,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
160,0,1,0,1,1,3,1,17,2,24,3,134,10,738,13,1158,21,1569,77,1837,151,655,8,925,24,1024,224,1024,853,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
161,0,1,0,1,0,1,1,14,2,21,3,96,9,668,12,1091,14,1490,49,1767,123,609,6,890,19,1024,193,1024,811,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
162,0,1,0,1,0,1,1,11,1,21,3,63,9,588,11,1014,11,1403,24,1677,98,562,5,845,14,1024,161,1024,761,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
163,0,0,0,1,0,1,1,7,1,19,2,44,9,521,10,950,9,1329,13,1604,77,518,4,804,12,1024,136,1024,716,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
164,0,0,0,1,0,1,1,6,1,18,1,36,9,449,9,884,9,1250,12,1523,61,478,4,762,8,1024,112,1024,668,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
165,0,0,0,1,0,1,1,4,1,17,1,27,7,378,9,808,8,1167,11,1434,49,436,3,716,7,1024,96,1024,623,1024,1024,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
166,0,0,0,1,0,1,1,3,1,16,1,25,7,313,9,737,6,1086,8,1345,38,394,2,670,6,1024,76,1024,574,1024,1016,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
167,0,0,0,1,0,1,0,3,1,13,1,23,6,250,9,668,5,1013,7,1262,31,357,2,631,5,1024,59,1024,523,1024,1001,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
168,0,0,0,1,0,1,0,3,1,10,1,21,5,196,9,606,4,942,5,1181,26,324,1,591,5,1024,47,1024,479,1024,979,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
169,0,0,0,1,0,1,0,1,1,5,1,20,3,141,7,530,2,858,5,1088,19,286,1,545,4,1024,36,1024,427,1024,949,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
170,0,0,0,1,0,1,0,1,1,4,1,19,2,98,7,463,2,789,3,1010,16,253,1,506,3,1017,30,1024,385,1024,918,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
171,0,0,0,1,0,1,0,1,1,3,1,18,2,63,6,388,2,708,3,918,12,221,1,463,3,996,23,1024,341,1024,887,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
172,0,0,0,0,0,1,0,1,1,3,1,17,1,44,4,333,2,642,3,847,11,197,1,430,2,973,18,1024,306,1024,855,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
173,0,0,0,0,0,1,0,1,1,3,1,15,1,31,3,270,1,569,2,760,9,167,1,390,1,937,15,1024,267,1024,814,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
174,0,0,0,0,0,1,0,1,0,3,1,13,1,27,2,209,1,498,1,682,7,142,1,354,1,904,12,1024,235,1024,776,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
175,0,0,0,0,0,1,0,1,0,2,1,9,1,23,2,156,1,429,1,608,5,119,1,319,1,867,11,1024,204,1024,736,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
176,0,0,0,0,0,1,0,1,0,1,1,6,1,21,2,111,1,365,1,536,5,101,1,287,1,830,9,1024,175,1024,702,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
177,0,0,0,0,0,1,0,1,0,1,1,3,1,20,1,72,1,303,1,466,5,79,1,252,1,785,8,1024,149,1024,653,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
178,0,0,0,0,0,1,0,1,0,1,1,3,1,17,1,49,1,245,1,402,5,65,1,222,1,744,7,1024,123,1024,614,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
179,0,0,0,0,0,1,0,1,0,1,1,3,1,16,1,33,1,192,1,339,5,55,1,194,1,701,6,1024,107,1024,574,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
180,0,0,0,0,0,1,0,1,0,1,1,3,1,15,1,26,1,145,1,281,4,41,1,169,1,661,5,1024,88,1024,532,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
181,0,0,0,0,0,0,0,1,0,1,0,3,1,13,1,22,1,103,1,232,3,34,1,144,1,618,4,1024,73,1024,488,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
182,0,0,0,0,0,0,0,1,0,1,0,1,1,11,1,21,1,69,1,181,2,27,1,120,1,571,4,1024,58,1024,440,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
183,0,0,0,0,0,0,0,1,0,1,0,1,1,8,1,18,1,47,1,142,2,22,1,98,1,530,4,1024,46,1024,401,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
184,0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,17,1,33,1,103,1,16,1,79,1,484,4,1017,36,1024,355,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
185,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,15,1,28,1,77,1,13,1,64,1,445,4,995,29,1024,316,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
186,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,11,1,25,1,57,1,12,1,50,1,407,3,965,22,1024,281,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
187,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,8,1,21,1,45,1,9,0,40,1,369,2,935,16,1024,245,1024,1024,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
188,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,6,1,19,1,37,1,8,0,31,1,332,1,894,12,1024,214,1024,1021,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
189,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,5,1,16,1,31,1,7,0,24,1,299,1,856,8,1024,188,1024,1006,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
190,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,1,14,1,26,1,6,0,20,1,266,1,814,7,1024,158,1024,984,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
191,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,10,1,24,1,5,0,16,1,232,1,766,5,1024,130,1024,957,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
192,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,8,1,20,1,5,0,12,1,204,1,726,4,1024,115,1024,926,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
193,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,6,1,17,1,5,0,10,0,179,1,684,3,1024,93,1024,897,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
194,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,4,0,13,1,4,0,9,0,152,1,642,3,1024,76,1024,857,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
195,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,0,10,1,3,0,8,0,127,1,594,2,1024,63,1024,810,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
196,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,9,1,2,0,7,0,103,1,546,2,1024,47,1024,764,1024,1024,1024,1024,1024,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,8
